CustomerID,Name,Gender,Age,City,Region,Tenure,Balance,CreditScore,ActiveStatus,Salary,Phone,LastTransactionDate,LastTransactionDays,Complaints,Products,Churned,TotalTransactions,TotalTransactionAmount,AvgTransactionAmount
8426999,Brooke James,Female,27,Ahmedabad,West,8,264089,847,Yes,774184,+91 9162558711,1970-01-01 00:00:00.000000030,30,1,1,0,17,93535,5502.058823529412
4668658,Edwin Rivera,Male,57,Surat,West,8,2306,602,Yes,410236,+91 9856651146,1970-01-01 00:00:00.000000013,13,1,2,0,24,138495,5770.625
6456890,Jessica Young,Female,57,Patna,East,6,1850,477,Yes,264279,+91 9962408859,1970-01-01 00:00:00.000000022,22,0,4,0,24,151326,6305.25
5957250,Anna Lewis,Female,24,Delhi,North,6,174968,860,Yes,74100,+91 9332604979,1970-01-01 00:00:00.000000008,8,2,2,0,15,68959,4597.266666666666
6292827,Daniel Simmons,Male,19,Trichy,South,8,161949,667,Yes,207741,+91 9165703823,1970-01-01 00:00:00.000000003,3,0,3,0,23,118822,5166.173913043478
7687160,Kendra Gibson,Female,46,Chandigarh,North,2,298854,645,No,153575,+91 9197051858,1970-01-01 00:00:00.000000013,13,0,2,1,16,87131,5445.6875
3621943,Kevin Marsh,Male,27,Trichy,South,5,27982,715,Yes,434594,+91 9674465991,1970-01-01 00:00:00.000000006,6,1,3,1,17,67089,3946.4117647058824
3249252,Sheila Mills,Female,70,Kochi,South,5,285839,417,No,677982,+91 9932001263,1970-01-01 00:00:00.000000009,9,0,2,1,21,90818,4324.666666666667
7237946,Ryan Griffin,Male,23,Chennai,South,1,17917,787,Yes,43687,+91 9331833820,1970-01-01 00:00:00.000000005,5,0,2,0,21,90973,4332.047619047619
6196435,John Meyer,Male,57,Madurai,South,6,266039,600,Yes,195903,+91 9684702136,1970-01-01 00:00:00.000000007,7,0,3,0,23,129358,5624.260869565217
5500373,Sarah Bell,Female,52,Visakhapatnam,East,8,30466,892,Yes,167427,+91 9197079173,1970-01-01 00:00:00.000000034,34,1,4,0,16,95003,5937.6875
5302783,Gabriel Burton,Male,19,Surat,West,6,10821,891,Yes,243044,+91 9845098339,1970-01-01 00:00:00.000000068,68,0,1,0,23,100535,4371.086956521739
4136508,Karen Grant,Female,52,Mysuru,South,3,62528,761,Yes,68049,+91 9133502071,1970-01-01 00:00:00.000000017,17,3,2,0,26,112069,4310.346153846154
1777551,Elizabeth Vasquez,Female,55,Chandigarh,North,9,251853,846,Yes,244954,+91 9129091071,1970-01-01 00:00:00.000000004,4,0,4,0,16,67324,4207.75
6535123,Tamara Wright,Female,49,Surat,West,5,82983,787,Yes,143509,+91 9166459835,1970-01-01 00:00:00.000000009,9,2,3,1,14,91692,6549.428571428572
9362064,Jack Carter,Male,18,Kolkata,East,1,201936,412,Yes,427271,+91 9333048170,1970-01-01 00:00:00.000000004,4,0,3,0,24,104960,4373.333333333333
5838998,Lisa Smith,Female,47,Kochi,South,9,263179,831,Yes,657239,+91 9280989901,1970-01-01 00:00:00.000000022,22,0,1,1,22,116607,5300.318181818182
6803439,Ricardo Garza,Male,76,Mumbai,West,9,206885,884,Yes,166422,+91 9998349370,1970-01-01 00:00:00.000000005,5,3,1,0,21,130421,6210.523809523809
8034193,John Love,Male,27,Bhopal,East,9,72874,512,No,494559,+91 9385428610,1970-01-01 00:00:00.000000015,15,2,1,0,21,100250,4773.809523809524
7497920,Lonnie Guzman,Male,76,Trichy,South,5,95274,757,Yes,166592,+91 9445205916,1970-01-01 00:00:00.000000010,10,0,1,0,23,119671,5203.086956521739
2507758,Jacqueline Russell,Female,23,Mumbai,West,7,104038,505,Yes,76007,+91 9984230547,1970-01-01 00:00:00.000000001,1,0,3,1,20,101731,5086.55
3319420,Sophia Mckinney,Female,36,Mumbai,West,3,34859,654,No,307210,+91 9562768690,1970-01-01 00:00:00.000000031,31,0,3,0,18,91824,5101.333333333333
5594838,Richard Wells,Male,64,Bhopal,East,9,219387,403,Yes,94016,+91 9930649921,1970-01-01 00:00:00.000000016,16,1,2,0,15,55776,3718.4
8110820,Austin Armstrong,Male,65,Lucknow,North,2,279083,538,No,679411,+91 9746743058,1970-01-01 00:00:00.000000028,28,1,4,1,12,55355,4612.916666666667
4410843,Sheila Wolf,Female,19,Lucknow,North,7,59108,626,Yes,579070,+91 9542302769,1970-01-01 00:00:00.000000007,7,2,2,0,22,106836,4856.181818181818
7289741,John Mccormick,Male,47,Mumbai,West,3,25177,893,No,611287,+91 9403876222,1970-01-01 00:00:00.000000035,35,1,2,0,21,84407,4019.3809523809523
3373851,Christopher Calderon,Male,71,Mysuru,South,9,279943,541,Yes,728701,+91 9435903575,1970-01-01 00:00:00.000000003,3,1,1,0,25,127670,5106.8
1100578,Sarah Gonzalez,Female,61,Surat,West,4,23878,788,Yes,189703,+91 9028361563,1970-01-01 00:00:00.000000040,40,1,4,0,12,75373,6281.083333333333
9951805,Kaitlin Hess,Female,28,Madurai,South,3,163882,569,No,165700,+91 9652052917,1970-01-01 00:00:00.000000002,2,1,4,1,20,68564,3428.2
7053724,Lee Hamilton,Male,73,Lucknow,North,3,171073,430,Yes,225142,+91 9895398726,1970-01-01 00:00:00.000000002,2,1,1,0,21,63611,3029.095238095238
